Name,Family,GenomeType,host_class,host_order,calibrated_score_mean,calibrated_score_lower,calibrated_score_upper,bagged_prediction,zoonotic_potential
Cardioderma cor polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.3497500690962578,0.19290645141369328,0.5920441962831049,TRUE,High
Carollia perspicillata polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.23819343768070156,0.1039059079793519,0.37476713854677574,FALSE,Medium
Desmodus rotundus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.28253898668277716,0.14700791863315366,0.5016278558704288,FALSE,Medium
Dobsonia moluccensis polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.2896664877835496,0.14817156200255485,0.46720818159512734,FALSE,Medium
Dobsonia moluccensis polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.42148443874766917,0.24412073812567298,0.7077171595871492,TRUE,High
Dobsonia moluccensis polyomavirus 3,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.22181350317121934,0.11095238789180861,0.3748924148146535,FALSE,Medium
Eidolon helvum polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.20243580553975707,0.07755750190063584,0.34944368075425614,FALSE,Medium
Miniopterus africanus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.31669307595061497,0.13134340326596172,0.567225742860528,TRUE,High
Miniopterus schreibersii polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.37307884536251373,0.2296491559643073,0.5504782213626864,TRUE,High
Miniopterus schreibersii polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.464975333258828,0.2216647780750597,0.7560434817278106,TRUE,High
Molossus molossus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.4790518089225937,0.23672091390620625,0.7590912002925653,TRUE,High
Myotis lucifugus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.4429494353925307,0.22676201854222006,0.7136037526401362,TRUE,High
Otomops martiensseni polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.26915615993029735,0.13902377117759424,0.4431445547343469,FALSE,Medium
Otomops martiensseni polyomavirus 2,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.16373951918061114,0.07804726181675445,0.26649270630234073,FALSE,Low
Pteronotus davyi polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.2907678977382117,0.1361985206918966,0.41852702397487845,FALSE,Medium
Pteronotus parnellii polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.3203235136365769,0.16924890424737826,0.5344281369615069,TRUE,High
Pteropus vampyrus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.202272321127509,0.09045106552817267,0.3095043101027233,FALSE,Medium
Rousettus aegyptiacus polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.24160321957533049,0.12636652849750335,0.42968292101955985,FALSE,Medium
Sturnira lilium polyomavirus 1,Polyomaviridae,dsDNA,Mammalia,Chiroptera,0.21106252705273398,0.10900382004078982,0.3546320233216516,FALSE,Medium
