"UniversalName","Strain","VectorBorne","Vector","OtherTaxonomicInfo","Reference_Reservoir","Reference_Vector","LatestSppName","HumanOnly","IndirectDetectionOnly","Reference","DataSource","Reservoir","Accessions","WholeGenome","InfectsHumans"
"Primate T-lymphotropic virus 2","Human T-lymphotropic virus 2",0,NA,"Automatic match",NA,NA,"Primate T-lymphotropic virus 2",FALSE,FALSE,"Kalyanaraman et al. 1982; 6981847; 15911757","Olival2017; Woolhouse2018","Human","Y13051.1",1,TRUE
"Primate T-lymphotropic virus 3","Human T-lymphotropic virus 3",0,NA,"Automatic match",NA,NA,"Primate T-lymphotropic virus 3",FALSE,FALSE,"Wolfe et al. 2005; 15882466; 15911757","Olival2017; Woolhouse2018","Human","EU649782.1",1,TRUE
"Pronghorn antelope pestivirus","Pronghorn antelope pestivirus",0,NA,"Unclassified",NA,NA,"Pestivirus E",FALSE,FALSE,"NA","Internal","Artiodactyl","NC_024018.2",1,FALSE
"Prospect Hill orthohantavirus","Prospect Hill orthohantavirus",0,NA,"Automatic match",NA,NA,"Prospect Hill orthohantavirus",FALSE,NA,"","Olival2017; Woolhouse2018","Rodent","X55129.1",0,FALSE
"Pseudocowpox virus","Pseudocowpox virus",0,NA,"Automatic match",NA,NA,"Pseudocowpox virus",FALSE,FALSE,"Friedman-Kien et al. 1963","Olival2017","Artiodactyl","NC_013804.1",1,TRUE
"Puerto Almendras almendravirus","Puerto Almendras virus",1,"Mosquito",NA,NA,NA,"Puerto Almendras almendravirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_025395.1",1,FALSE
"Puma lentivirus","Puma lentivirus",0,NA,"Automatic match",NA,NA,"Puma lentivirus",FALSE,NA,"","Olival2017; Woolhouse2018","Carnivore","U03982.1",1,FALSE
"Punta Toro phlebovirus","Punta Toro phlebovirus",1,"Sandfly","Automatic match",NA,NA,"Punta Toro phlebovirus",FALSE,FALSE,"Perrone et al. 2007; 5491847; 4206329","Olival2017; Woolhouse2018","Orphan","NC_027203.1; NC_027201.1; NC_027202.1",1,TRUE
"Puumala orthohantavirus","Puumala virus",0,NA,NA,NA,NA,"Puumala orthohantavirus",FALSE,FALSE,"Juto et al. 1997; 6102587; 22877560; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_005225.1; NC_005223.1; NC_005224.1",1,TRUE
"Qalyub orthonairovirus","Qalyub orthonairovirus",1,"Tick","Automatic match",NA,NA,"Qalyub orthonairovirus",FALSE,NA,"","Olival2017; Woolhouse2018","Rodent","KU925446.1; KU925447.1; KU925448.1",0,FALSE
"Quaranfil virus","Quaranfil virus",1,"Tick","Automatic match",NA,NA,"Quaranfil quaranjavirus",FALSE,FALSE,"; Taylor et al. 1966","Olival2017",NA,"GQ499302.1; GQ499303.1; FJ861695.1; JN412853.1; FJ861694.1; GQ499304.1",1,TRUE
"Rabbit fibroma virus","Rabbit fibroma virus",0,NA,"Automatic match",NA,NA,"Rabbit fibroma virus",FALSE,NA,"","Olival2017","Lagomorph","NC_001266.1",1,FALSE
"Rabbit hemorrhagic disease virus","Rabbit hemorrhagic disease virus",0,NA,NA,NA,NA,"Rabbit hemorrhagic disease virus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Lagomorph","NC_001543.1",1,FALSE
"Rabies lyssavirus","Rabies virus isolate RV2772, complete genome.",0,NA,"Strain",NA,NA,"Rabies lyssavirus",FALSE,FALSE,"Carnieli et al. 2009; Available from external site; 23597620; ","Olival2017; Woolhouse2018; Internal","Carnivore","KF155002.1",1,TRUE
"Raccoonpox virus","Raccoonpox virus",0,NA,NA,NA,NA,"Raccoonpox virus",FALSE,NA,"","Olival2017","Carnivore","NC_027213.1",1,FALSE
"Reptile sunshinevirus 1","Sunshine virus",0,NA,NA,NA,NA,"Reptile sunshinevirus 1",FALSE,FALSE,"NA","Woolhouse2018; Internal","Reptile","NC_025345.1",1,FALSE
"Reptilian ferlavirus","Fer-de-Lance paramyxovirus",0,NA,NA,NA,NA,"Reptilian ferlavirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Reptile","NC_005084.2",1,FALSE
"Reston ebolavirus","Reston ebolavirus",0,NA,NA,NA,NA,"Reston ebolavirus",FALSE,FALSE,"NA; Miranda & Miranda 2011; 1671441; 10024977","Olival2017; Woolhouse2018","Orphan","NC_004161.1",1,TRUE
"Rhinolophus bat coronavirus HKU2","Rhinolophus bat coronavirus HKU2",0,NA,NA,NA,NA,"Rhinolophus bat coronavirus HKU2",FALSE,FALSE,"NA","Woolhouse2018; Internal","Pterobat","NC_009988.1",1,FALSE
"Rhinovirus A","Rhinovirus A",0,NA,NA,NA,NA,"Rhinovirus A",FALSE,FALSE,"13097995; 6261689; 205151; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3167658/; Kim et al. 2009","Olival2017","Human","NC_001617.1",1,TRUE
"Rhinovirus B","Human rhinovirus B52",0,NA,NA,NA,NA,"Rhinovirus B",FALSE,FALSE,"13840115; 6261689; 205151; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3167658/; Savolainen et al. 2004","Olival2017","Human","FJ445188.1",1,TRUE
"Rhinovirus C","Rhinovirus C",0,NA,NA,NA,NA,"Rhinovirus C",TRUE,FALSE,"17804649; 6261689; 205151; http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3167658/","Woolhouse2018; Internal","Human","NC_009996.1",1,TRUE
"Rice yellow stunt nucleorhabdovirus","Rice yellow stunt virus",1,"Leafhopper",NA,NA,NA,"Rice yellow stunt nucleorhabdovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Plant","NC_003746.1",1,FALSE
"Rift Valley fever phlebovirus","Rift Valley fever virus",1,"Mosquito",NA,NA,NA,"Rift Valley fever phlebovirus",FALSE,FALSE,"Andriamandimby et al. 2010; Available from external site; 25569474; ","Olival2017; Woolhouse2018; Internal","Artiodactyl","NC_014397.1; NC_014396.1; NC_014395.1",1,TRUE
"Rinderpest morbillivirus","Rinderpest virus",0,NA,NA,NA,NA,"Rinderpest morbillivirus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Artiodactyl","NC_006296.2",1,FALSE
"Rio Bravo virus","Rio Bravo virus",0,NA,NA,NA,NA,"Rio Bravo virus",FALSE,FALSE,"Price 1978; 13918297; 22457530; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2","Olival2017; Woolhouse2018; Internal","Vespbat","JQ582840.1",1,TRUE
"Rio Negro virus","Rio Negro virus",1,"Mosquito","Automatic match",NA,NA,"Rio Negro virus",FALSE,TRUE,"Pisano et al. 2010; 8153352; 19402767","Olival2017; Woolhouse2018","Rodent","AF075258.1",1,FALSE
"Rodent erythroparvovirus 1","Rodent erythroparvovirus 1",0,NA,NA,NA,NA,"Rodent erythroparvovirus 1",FALSE,NA,"","Olival2017","Orphan","GQ200736.1",1,FALSE
"Rodent protoparvovirus 1","Rodent protoparvovirus 1",0,NA,"Merged",NA,NA,"Rodent protoparvovirus 1",FALSE,NA,"","Olival2017","Rodent","NC_001510.1",1,FALSE
"Rodent protoparvovirus 2","Rodent protoparvovirus 2",0,NA,NA,NA,NA,"Rodent protoparvovirus 2",FALSE,NA,"","Olival2017","Rodent","AF036710.1",1,FALSE
"Ross River virus","Ross River virus",1,"Mosquito","Merged",NA,NA,"Ross River virus",FALSE,FALSE,"Sellner et al. 1995; 5040017; 24799374; http://online.liebertpub.com/doi/pdf/10.1089/vbz.2007.0152","Olival2017; Woolhouse2018; Internal","Diprotodontia","GQ433354.1",1,TRUE
"Rotavirus A","RVA/Human-wt/ITA/111-05-27/2005/G6P[14]",0,NA,NA,NA,NA,"Rotavirus A",FALSE,FALSE,"Rigotto et al. 2010; 4127639; 21575246; 18712810","Olival2017; Woolhouse2018","Human","EF554137.1; EF554138.1; EF554139.1; EF554140.1; EF554143.1; EF554141.1; EF554145.1; EF554142.1; EF554144.1; EF554146.1; EF554147.1",1,TRUE
"Rotavirus B","Rotavirus B",0,NA,"Automatic match",NA,NA,"Rotavirus B",FALSE,FALSE,"Barman et al. 2006; 6144874; 9230391","Olival2017; Woolhouse2018","Human","NC_021541.1; NC_021545.1; NC_021551.1; NC_021543.1; NC_021546.1; NC_021544.1; NC_021547.1; NC_021548.1; NC_021542.1; NC_021550.1; NC_021549.1",1,TRUE
"Rotavirus C","Rotavirus C",0,NA,"Automatic match",NA,NA,"Rotavirus C",FALSE,FALSE,"Wu et al. 1998; 3009541; 28558823","Olival2017; Woolhouse2018","Human","NC_007547.1; NC_007546.1; NC_007572.1; NC_007574.1; NC_007570.1; NC_007543.1; NC_007544.1; NC_007571.1; NC_007545.1; NC_007569.1; NC_007573.1",1,TRUE
"Alethinophid 3 reptarenavirus","CAS virus",0,NA,NA,NA,NA,"Rotterdam reptarenavirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Reptile","NC_018484.1; NC_018481.1",1,FALSE
"Rousettus bat coronavirus HKU9","Bat coronavirus HKU9",0,NA,NA,NA,NA,"Rousettus bat coronavirus HKU9",FALSE,FALSE,"NA","Woolhouse2018; Internal","Pterobat","NC_009021.1",1,FALSE
"Royal Farm virus","Karshi virus",1,"Tick","Merged",NA,NA,"Royal Farm virus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Orphan","NC_006947.1",1,FALSE
"Rubella virus","Rubella virus",0,NA,NA,NA,NA,"Rubella virus",FALSE,FALSE,"Available from external site; 22855483; ; Adam et al. 2010","Olival2017","Human","NC_001545.2",1,TRUE
"Sabiá mammarenavirus","Sabia virus",0,NA,NA,NA,NA,"Brazilian mammarenavirus",FALSE,FALSE,"Coimbra et al. 1994; 7905555; 7905555; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_006313.1; NC_006317.1",1,TRUE
"Saboya virus","Saboya virus",1,"Mosquito","Automatic match",NA,NA,"Saboya virus",FALSE,NA,"","Olival2017; Woolhouse2018",NA,"NC_033697.1",1,FALSE
"Saimiriine alphaherpesvirus 1","Saimiriine alphaherpesvirus 1",0,NA,NA,NA,NA,"Saimiriine alphaherpesvirus 1",FALSE,NA,"","Olival2017","NonHumanPrimate","NC_014567.1",1,FALSE
"Saimiriine gammaherpesvirus 2","Saimiriine gammaherpesvirus 2",0,NA,NA,NA,NA,"Saimiriine gammaherpesvirus 2",FALSE,NA,"","Olival2017","NonHumanPrimate","NC_001350.1",1,FALSE
"Sakobuvirus A","Feline sakobuvirus A",0,NA,NA,NA,NA,"Sakobuvirus A",FALSE,FALSE,"NA","Woolhouse2018; Internal","Carnivore","NC_022802.1",1,FALSE
"Salehabad phlebovirus","Salehabad phlebovirus",1,"Sandfly","Automatic match",NA,NA,"Salehabad phlebovirus",FALSE,NA,"","Olival2017; Woolhouse2018","Orphan","NC_029127.1; NC_029128.1; NC_029129.1",1,FALSE
"Salivirus A","Salivirus CH",0,NA,NA,NA,NA,"Salivirus A",FALSE,FALSE,"http://www.sciencedirect.com/science/article/pii/S1386653215006484; 19538752; 26193371","Woolhouse2018","Human","NC_012986.1",1,TRUE
"Salmon aquaparamyxovirus","Atlantic salmon paramyxovirus",0,NA,NA,NA,NA,"Salmon aquaparamyxovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_025360.1",1,FALSE
"Salmon pancreas disease virus","Salmon pancreas disease virus",1,"Louse",NA,NA,NA,"Salmon pancreas disease virus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_003930.1",1,FALSE
"Salmonid novirhabdovirus","Infectious hematopoietic necrosis virus",0,NA,NA,NA,NA,"Salmonid novirhabdovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_001652.1",1,FALSE
"Sandfly fever Naples phlebovirus","Sandfly fever Naples virus",1,"Sandfly",NA,NA,NA,"Sandfly fever Naples phlebovirus",FALSE,FALSE,"Nicoletti et al. 1996; Available from external site; 4206329; ","Olival2017; Woolhouse2018; Internal","Orphan","NC_006319.1; NC_006320.1; NC_006318.1",1,TRUE
"Sapelovirus A","Sapelovirus A",0,NA,NA,NA,NA,"Sapelovirus A",FALSE,NA,"","Olival2017; Woolhouse2018","Artiodactyl","NC_003987.1",1,FALSE
"Sapporo virus","Sapovirus GII",0,NA,"Strain",NA,NA,"Sapporo virus",FALSE,FALSE,"NA; Chiba et al. 2001; 7410899; 27120472","Olival2017; Woolhouse2018","Human","NC_006554.1",1,TRUE
"Scotophilus bat coronavirus 512","Bat coronavirus 512",0,NA,NA,NA,NA,"Scotophilus bat coronavirus 512",FALSE,FALSE,"NA","Woolhouse2018; Internal","Vespbat","NC_009657.1",1,FALSE
"Semliki Forest virus","Semliki Forest virus",1,"Mosquito",NA,"schlesinge2012",NA,"Semliki Forest virus",FALSE,FALSE,"http://www.uniprot.org/uniprot/P03305; 424742; 12491154; http://www.sciencedirect.com/science/article/pii/S0042682214004814","Olival2017; Woolhouse2018; Internal","Orphan","NC_003215.1",1,TRUE
"Seoul orthohantavirus","Seoul virus",0,NA,NA,NA,NA,"Seoul orthohantavirus",FALSE,FALSE,"Weissenbacher et al. 1996; 6128079; 23305714; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_005238.1; NC_005237.1; NC_005236.1",1,TRUE
"Sepik virus","Sepik virus",1,"Mosquito",NA,NA,NA,"Sepik virus",FALSE,FALSE,"; Calisher, Charles H., and Ernest A. Gould. \Taxonomy of the virus family Flaviviridae.\ï_ê‘_ï_ê‘__Advances in virus researchï_ê‘_ï_ê‘__59 (2003): 1-20.","Internal","Artiodactyl","NC_008719.1",1,TRUE
"Severe acute respiratory syndrome-related coronavirus","Human SARS coronavirus",0,NA,"Automatic match",NA,NA,"Severe acute respiratory syndrome-related coronavirus",FALSE,FALSE,"Tu et al. 2004; 12711465; 15018126; ","Olival2017; Woolhouse2018; Internal","Pterobat","NC_004718.3",1,TRUE
"SFTS phlebovirus","Severe fever with thrombocytopenia syndrome virus",1,"Tick",NA,NA,NA,"Huaiyangshan banyangvirus",FALSE,FALSE,"21457654; 25061851; ","Woolhouse2018; Internal","Orphan","NC_018136.1; NC_018138.1; NC_018137.1",1,TRUE
"Shamonda orthobunyavirus","Shamonda orthobunyavirus",1,"Midge","Automatic match",NA,NA,"Schmallenberg orthobunyavirus",FALSE,FALSE,"; ; Yanase et al. 2005","Olival2017","Artiodactyl","NC_018463.1; NC_018467.1; NC_018464.1",1,TRUE
"Sheeppox virus","Sheeppox virus",0,NA,"Automatic match",NA,NA,"Sheeppox virus",FALSE,NA,"","Olival2017","Artiodactyl","NC_004002.1",1,FALSE
"Shimoni bat lyssavirus","Shimoni bat virus",0,NA,NA,NA,NA,"Shimoni bat lyssavirus",FALSE,FALSE,"; ","Internal","Pterobat","NC_025365.1",1,TRUE
"Shuni orthobunyavirus","Shuni orthobunyavirus",1,"Midge","Automatic match",NA,NA,"Shuni orthobunyavirus",FALSE,FALSE,"Moore et al. 1975; 1124969; 24134941","Olival2017; Woolhouse2018","Artiodactyl","NC_018465.1; NC_018459.1; NC_018460.1",1,TRUE
"Sicinivirus A","Sicinivirus A",0,NA,NA,"bullman2014",NA,"Sicinivirus A",FALSE,FALSE,"NA","Woolhouse2018; Internal","Galliformes","NC_023861.1",1,FALSE
"Simbu orthobunyavirus","Simbu orthobunyavirus",NA,NA,"Automatic match",NA,NA,"Simbu orthobunyavirus",FALSE,NA,"","Olival2017; Woolhouse2018",NA,"NC_018476.1; NC_018478.1; NC_018477.1",1,FALSE
"Simian foamy virus","Simian foamy virus",0,NA,"Automatic match",NA,NA,"Western chimpanzee simian foamy virus",FALSE,FALSE,"Wolfe et al. 2004; 4998605; 16608518","Olival2017; Woolhouse2018","NonHumanPrimate","NC_001364.1",1,TRUE
"Simian hemorrhagic fever virus","Simian hemorrhagic fever virus",0,NA,"Automatic match",NA,NA,"Deltaarterivirus hemfev",FALSE,NA,"","Olival2017; Woolhouse2018","NonHumanPrimate","NC_003092.2",1,FALSE
"Simian immunodeficiency virus","Simian immunodeficiency virus",0,NA,"Automatic match",NA,NA,"Simian immunodeficiency virus",FALSE,FALSE,"; 1353193; 22673358","Woolhouse2018","NonHumanPrimate","NC_001549.1",1,TRUE
"Simian rubulavirus","Simian virus 41",0,NA,NA,NA,NA,"Simian orthorubulavirus",FALSE,TRUE,"NA; Available from external site; 2212992","Woolhouse2018","Orphan","NC_006428.1",1,FALSE
"Sin Nombre orthohantavirus","Sin Nombre virus",0,NA,NA,NA,NA,"Sin Nombre orthohantavirus",FALSE,FALSE,"Hjelle et al. 1995; Schwarz et al. 2004; 8235615; 23110096; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_005217.1; NC_005215.1; NC_005216.1",1,TRUE
"Sindbis virus","Kyzylagach virus",1,"Mosquito","Merged",NA,NA,"Sindbis virus",FALSE,FALSE,"NA; Attoui et al. 2007; 13259009; 15554947","Olival2017; Woolhouse2018","Orphan","KF981618.1",1,TRUE
"Small ruminant morbillivirus","Peste-des-petits-ruminants virus",0,NA,NA,NA,NA,"Small ruminant morbillivirus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Artiodactyl","NC_006383.2",1,FALSE
"Snakehead novirhabdovirus","Snakehead virus",0,NA,NA,NA,NA,"Snakehead novirhabdovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_000903.1",1,FALSE
"Sonchus yellow net nucleorhabdovirus","Sonchus yellow net virus",1,"Aphid",NA,NA,NA,"Sonchus yellow net nucleorhabdovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Plant","NC_001615.3",1,FALSE
"Sosuga rubulavirus","Sosuga virus",0,NA,NA,NA,NA,"Sosuga pararubulavirus",FALSE,FALSE,"24447466; 24447466; ","Woolhouse2018; Internal","Pterobat","NC_025343.1",1,TRUE
"Southern elephant seal virus","Southern elephant seal virus",1,"Louse",NA,NA,NA,"Southern elephant seal virus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Carnivore","NC_016960.1",1,FALSE
"Squirrel monkey retrovirus","Squirrel monkey retrovirus",0,NA,"Automatic match",NA,NA,"Squirrel monkey retrovirus",FALSE,NA,"","Olival2017; Woolhouse2018","NonHumanPrimate","NC_001514.1",1,FALSE
"Squirrelpox virus","Squirrelpox virus",0,NA,NA,NA,NA,"Squirrelpox virus",FALSE,NA,"","Olival2017","Rodent","NC_022563.1",1,FALSE
"St. Louis encephalitis virus","St. Louis encephalitis virus",1,"Mosquito",NA,"reisen2003",NA,"Saint Louis encephalitis virus",FALSE,FALSE,"Monath et al. 1985; 17752093; 23474474; 11113383; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2","Olival2017; Woolhouse2018; Internal","Passeriformes","NC_007580.2",1,TRUE
"Sudan ebolavirus","Sudan ebolavirus",0,NA,NA,NA,NA,"Sudan ebolavirus",FALSE,FALSE,"Bowen et al. 1977; 65662; 10024977; http://www.sciencedirect.com/science/article/pii/S0966842X07001503","Olival2017; Woolhouse2018; Internal","Orphan","NC_006432.1",1,TRUE
"Suid alphaherpesvirus 1","Suid alphaherpesvirus 1",0,NA,NA,NA,NA,"Suid alphaherpesvirus 1",FALSE,TRUE,"Mravak et al. 1987","Olival2017","Artiodactyl","NC_006151.1",1,FALSE
"Swinepox virus","Swinepox virus",0,NA,"Automatic match",NA,NA,"Swinepox virus",FALSE,NA,"","Olival2017","Artiodactyl","NC_003389.1",1,FALSE
"Tacaiuma orthobunyavirus","Tacaiuma orthobunyavirus",1,"Mosquito","Automatic match",NA,NA,"Tacaiuma orthobunyavirus",FALSE,FALSE,"Van Tongeren et al. 1967; 5585978; 19439468","Olival2017; Woolhouse2018",NA,"MF497779.1; MF497777.1; MF497772.1",1,TRUE
"Tacaribe mammarenavirus","Tacaribe virus",0,NA,"Strain",NA,NA,"Tacaribe mammarenavirus",FALSE,FALSE,"; Price 1978; ","Olival2017; Internal","Vespbat","NC_004292.1; NC_004293.1",1,TRUE
"Taï Forest ebolavirus","Tai Forest ebolavirus",0,NA,NA,NA,NA,"Tai Forest ebolavirus",FALSE,FALSE,"Formenty et al. 1999; 7746057; 10024977; http://www.mdpi.com/1999-4915/6/4/1759/htm","Olival2017; Woolhouse2018; Internal","Orphan","NC_014372.1",1,TRUE
"Tamiami mammarenavirus","Tamiami virus",0,NA,NA,NA,NA,"Tamiami mammarenavirus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Rodent","NC_010702.1; NC_010701.1",1,FALSE
"Tanapox virus","Tanapox virus",NA,NA,"Automatic match",NA,NA,"Tanapox virus",FALSE,FALSE,"Downie et al. 1971","Olival2017","NonHumanPrimate","NC_002642.1",1,TRUE
"Taro vein chlorosis nucleorhabdovirus","Taro vein chlorosis virus",1,NA,NA,NA,NA,"Taro vein chlorosis nucleorhabdovirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Plant","NC_006942.1",1,FALSE
"Taterapox virus","Taterapox virus",0,NA,"Automatic match",NA,NA,"Taterapox virus",FALSE,NA,"","Olival2017","Rodent","NC_008291.1",1,FALSE
"Tembusu virus","Tembusu virus",1,"Mosquito",NA,NA,NA,"Tembusu virus",FALSE,FALSE,"Wallace et al. 1977; 809868; 22000358; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2, Woolhouse 2013","Olival2017; Woolhouse2018; Internal","Orphan","NC_015843.2",1,TRUE
"Pike fry sprivivirus","Tench rhabdovirus S64",0,NA,"Unclassified",NA,NA,"Pike fry sprivivirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Fish","NC_025371.1",1,FALSE
"Teschovirus A","Teschovirus A",0,NA,NA,NA,NA,"Teschovirus A",FALSE,NA,"","Olival2017; Woolhouse2018","Artiodactyl","NC_003985.1",1,FALSE
"Thailand orthohantavirus","Thailand orthohantavirus",0,NA,"Automatic match",NA,NA,"Thailand orthohantavirus",FALSE,TRUE,"Gamage et al. 2011; 17124002; 24575755","Olival2017; Woolhouse2018","Rodent","NC_034556.1; NC_034563.1; NC_034555.1",1,FALSE
"Thiafora orthonairovirus","Thiafora orthonairovirus",NA,NA,"Automatic match",NA,NA,"Thiafora orthonairovirus",FALSE,FALSE,"Woessner et al. 2000; 2570514; 22864548","Olival2017; Woolhouse2018",NA,"NC_029909.1; NC_029934.1; NC_029910.1",1,TRUE
"Thogoto virus","Thogoto virus",1,"Tick","Automatic match",NA,NA,"Thogoto thogotovirus",FALSE,FALSE,"Jones et al. 1987; 5409104; 22526290","Olival2017; Woolhouse2018","Orphan","NC_006508.1; NC_006495.1; NC_006496.1; NC_006506.1; NC_006507.1; NC_006504.1",1,TRUE
"Thottapalayam orthohantavirus","Thottapalayam virus",0,NA,NA,NA,NA,"Thottopalayam thottimvirus",FALSE,FALSE,"NA; 17182762; 17182762","Woolhouse2018","Soricomorph","NC_010707.1; NC_010708.1; NC_010704.1",1,TRUE
"Tibrogargan tibrovirus","Tibrogargan virus",1,"Midge",NA,NA,NA,"Tibrogargan tibrovirus",FALSE,FALSE,"NA","Olival2017; Woolhouse2018; Internal","Artiodactyl","NC_020804.1",1,FALSE
"Tick-borne encephalitis virus","Tick-borne encephalitis virus",1,"Tick",NA,NA,NA,"Tick-borne encephalitis virus",FALSE,FALSE,"Grzeszczuk et al. 2006; Available from external site; 18240970; http://jgv.microbiologyresearch.org/content/journal/jgv/10.1099/0022-1317-82-8-1867#tab2","Olival2017; Woolhouse2018; Internal","Rodent","NC_001672.1",1,TRUE
"Tioman rubulavirus","Tioman virus",0,NA,NA,NA,NA,"Tioman pararubulavirus",FALSE,TRUE,"NA; Yaiw KC et al. 2007; 17703419; 17703419","Olival2017; Woolhouse2018","Pterobat","NC_004074.1",1,FALSE
"Tonate virus","Tonate virus",1,"Bedbug","Automatic match","Monath1980","Monath1980","Tonate virus",FALSE,FALSE,"Hommel et al. 2000; 1020877; 11463116","Olival2017; Woolhouse2018","Passeriformes","AF075254.1",1,TRUE
"Tree shrew mastadenovirus A","Tree shrew mastadenovirus A",0,NA,NA,NA,NA,"Tree shrew mastadenovirus A",FALSE,NA,"","Olival2017","Scandentia","AC_000190.1",1,FALSE
"Tremovirus A","Avian encephalomyelitis virus",0,NA,NA,"﻿Knipe2013",NA,"Tremovirus A",FALSE,FALSE,"NA","Woolhouse2018; Internal","Galliformes","NC_003990.1",1,FALSE
"Tuhoko rubulavirus 1","Tuhoko virus 1",0,NA,NA,NA,NA,"Tuhoko pararubulavirus 1",FALSE,FALSE,"NA","Woolhouse2018; Internal","Pterobat","NC_025410.1",1,FALSE
"Tuhoko rubulavirus 2","Tuhoko virus 2",0,NA,NA,NA,NA,"Tuhoko pararubulavirus 2",FALSE,FALSE,"NA","Woolhouse2018; Internal","Pterobat","NC_025348.1",1,FALSE
"Tuhoko rubulavirus 3","Tuhoko virus 3",0,NA,NA,NA,NA,"Tuhoko pararubulavirus 3",FALSE,FALSE,"NA","Woolhouse2018; Internal","Pterobat","NC_025350.1",1,FALSE
"Tula orthohantavirus","Tula virus",0,NA,NA,NA,NA,"Tula orthohantavirus",FALSE,FALSE,"Reynes et al. 2015; 9000098; 19889769; ","Olival2017; Woolhouse2018; Internal","Rodent","NC_005226.1; NC_005228.1; NC_005227.2",1,TRUE
"Tupaia tupavirus","Tupaia virus",0,NA,NA,NA,NA,"Tupaia tupavirus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Scandentia","NC_007020.1",1,FALSE
"Tupaiid betaherpesvirus 1","Tupaiid betaherpesvirus 1",0,NA,NA,NA,NA,"Tupaiid betaherpesvirus 1",FALSE,NA,"","Olival2017","Scandentia","NC_002794.1",1,FALSE
"Turlock orthobunyavirus","Turlock orthobunyavirus",1,"Mosquito","Automatic match","Scott1983",NA,"Turlock orthobunyavirus",FALSE,NA,"","Olival2017; Woolhouse2018","Passeriformes","MK514125.1; MK514122.1; MK514119.1",1,FALSE
"Tylonycteris bat coronavirus HKU4","Bat coronavirus HKU4",0,NA,NA,NA,NA,"Tylonycteris bat coronavirus HKU4",FALSE,FALSE,"NA","Woolhouse2018; Internal","Vespbat","NC_009019.1",1,FALSE
"Tyuleniy virus","Tyuleniy virus",1,"Tick",NA,"nuttall1984",NA,"Tyuleniy virus",FALSE,FALSE,"NA","Woolhouse2018; Internal","Charadriiformes","NC_023424.1",1,FALSE
"Uganda S virus","Uganda S virus",1,"Mosquito","Automatic match",NA,NA,"Uganda S virus",FALSE,TRUE,"; 13005679; 1659238","Woolhouse2018","Rodent","NC_033698.1",1,FALSE
"Una virus","Una virus",1,"Mosquito",NA,NA,NA,"Una virus",FALSE,TRUE,"NA; Diaz et al. 2003; 14070772; 23085307","Olival2017; Woolhouse2018","NonHumanPrimate","HM147992.1",1,FALSE
"Ungulate bocaparvovirus 1","Ungulate bocaparvovirus 1",0,NA,NA,NA,NA,"Ungulate bocaparvovirus 1",FALSE,NA,"","Olival2017","Artiodactyl","NC_001540.1",1,FALSE
"Ungulate protoparvovirus 1","Ungulate protoparvovirus 1",0,NA,NA,NA,NA,"Ungulate protoparvovirus 1",FALSE,NA,"","Olival2017","Artiodactyl","NC_001718.1",1,FALSE
"Uukuniemi phlebovirus","Uukuniemi virus",1,"Tick",NA,NA,NA,"Uukuniemi phlebovirus",FALSE,FALSE,"Traavik et al. 1977; Available from external site; 23239568; Elliott, Richard M., ed. The bunyaviridae. Springer Science & Business Media, 2013.","Olival2017; Woolhouse2018; Internal","Orphan","NC_005214.1; NC_005220.1; NC_005221.1",1,TRUE
"Variola virus","Variola virus",0,NA,"Automatic match",NA,NA,"Variola virus",FALSE,FALSE,"Dumbell et al. 1999","Olival2017","Human","NC_001611.1",1,TRUE
