Babayan,Olival,Woolhouse,UniversalName,OtherTaxonomicInfo,Comments,Remove,RemoveComment,SppName_ICTV_MSL2018b
,Saimiriine herpesvirus 1,,Saimiriine alphaherpesvirus 1,,,NA,,Saimiriine alphaherpesvirus 1
,Saimiriine herpesvirus 2,,Saimiriine gammaherpesvirus 2,,,NA,,Saimiriine gammaherpesvirus 2
St. Louis encephalitis virus,St. Louis encephalitis virus,St. Louis encephalitis virus ,St. Louis encephalitis virus,,,NA,,Saint Louis encephalitis virus
Feline sakobuvirus A,,,Sakobuvirus A,,No match in ICTV taxonomy; Listed as a strain/isolate on NCBI,NA,,Sakobuvirus A
,Sal Vieja virus,,Sal Vieja virus,Automatic match,,NA,,Sal Vieja virus
,Salehabad virus,,Salehabad phlebovirus,Automatic match,,NA,,Salehabad phlebovirus
Salivirus CH,,Salivirus A,Salivirus A,,Salivirus CH: No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Salivirus A
Atlantic salmon paramyxovirus,,,Salmon aquaparamyxovirus,,,NA,,Salmon aquaparamyxovirus
Salmon pancreas disease virus,,,Salmon pancreas disease virus,,,NA,,Salmon pancreas disease virus
Infectious hematopoietic necrosis virus,,,Salmonid novirhabdovirus,,,NA,,Salmonid novirhabdovirus
,San Perlita virus,,San Perlita virus,Automatic match,,NA,,San Perlita virus
Sandfly fever Naples virus,Sandfly fever Naples virus,Sandfly fever Naples phlebovirus ,Sandfly fever Naples phlebovirus,,,NA,,Sandfly fever Naples phlebovirus
,,Sangassou orthohantavirus,Sangassou orthohantavirus,Automatic match,,NA,,Sangassou orthohantavirus
,Porcine enterovirus A,,Sapelovirus A,,,NA,,Sapelovirus A
,Sapporo virus,Sapporo virus,Sapporo virus,Automatic match; POSSIBLE DUPLICATE,,NA,,Sapporo virus
Sapovirus GII,,,Sapporo virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Sapporo virus
Sapovirus GIV,,,Sapporo virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Sapporo virus
Sapovirus GV,,,Sapporo virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Sapporo virus
Porcine enteric calicivirus,Porcine enteric sapovirus,,Sapporo virus,Strain; POSSIBLE DUPLICATE,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Sapporo virus
Bat coronavirus 512,,,Scotophilus bat coronavirus 512,,Source sp. verified in source data,NA,,Scotophilus bat coronavirus 512
Semliki Forest virus,Semliki Forest virus,Semliki Forest virus ,Semliki Forest virus,,,NA,,Semliki Forest virus
Seoul virus,Seoul virus,Seoul orthohantavirus ,Seoul orthohantavirus,,,NA,,Seoul orthohantavirus
Sepik virus,Sepik virus,,Sepik virus,,,NA,,Sepik virus
Human SARS coronavirus,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome-related coronavirus,Automatic match,,NA,,Severe acute respiratory syndrome-related coronavirus
,Sheeppox virus,,Sheeppox virus,Automatic match,,NA,,Sheeppox virus
Shimoni bat virus,,,Shimoni bat lyssavirus,,,NA,,Shimoni bat lyssavirus
,Shuni virus,Shuni orthobunyavirus,Shuni orthobunyavirus,Automatic match,,NA,,Shuni orthobunyavirus
Sicinivirus A,,,Sicinivirus A,,,NA,,Sicinivirus A
,Simbu virus,,Simbu orthobunyavirus,Automatic match,,NA,,Simbu orthobunyavirus
,Simian immunodeficiency virus,Simian immunodeficiency virus,Simian immunodeficiency virus,Automatic match,,NA,,Simian immunodeficiency virus
,New York virus,,Sin Nombre orthohantavirus,Merged,"Listed as abolished in 2016 on ICTV taxonomy search, but linked document makes it a strain (see https://data.ictvonline.org/proposals/2016.023a-cM.A.v2.Hantavirus_sprev.pdf)",NA,,Sin Nombre orthohantavirus
,Sin Nombre virus,,Sin Nombre orthohantavirus,Merged,,NA,,Sin Nombre orthohantavirus
Sin Nombre virus,,Sin Nombre orthohantavirus ,Sin Nombre orthohantavirus,,,NA,,Sin Nombre orthohantavirus
Babanki virus,,,Sindbis virus,Merged,Several species merged into this name,TRUE,"Duplicate (sequence highly similar to Ockelbo virus and Sindbis virus, data identical)",Sindbis virus
Kyzylagach virus,,,Sindbis virus,Merged,Several species merged into this name,NA,,Sindbis virus
Ockelbo virus,,,Sindbis virus,Merged,Several species merged into this name,TRUE,"Duplicate (sequence highly similar to Babanki virus and Sindbis virus, data identical)",Sindbis virus
Sindbis virus,,,Sindbis virus,Merged,,TRUE,"Duplicate (sequence highly similar to Babanki virus and Ockelbo virus, data identical)",Sindbis virus
,Sindbis virus,Sindbis virus ,Sindbis virus,,,NA,,Sindbis virus
Peste-des-petits-ruminants virus,Peste-des-petits-ruminants virus,,Small ruminant morbillivirus,,,NA,,Small ruminant morbillivirus
Snakehead virus,,,Snakehead novirhabdovirus,,,NA,,Snakehead novirhabdovirus
Sonchus yellow net virus,,,Sonchus yellow net nucleorhabdovirus,,,NA,,Sonchus yellow net nucleorhabdovirus
Southern elephant seal virus,Southern elephant seal virus,,Southern elephant seal virus,,,NA,,Southern elephant seal virus
,Squirrel fibroma virus,,Squirrel fibroma virus,Automatic match,,NA,,Squirrel fibroma virus
,Squirrel monkey retrovirus,,Squirrel monkey retrovirus,Automatic match,,NA,,Squirrel monkey retrovirus
,Squirrel parapoxvirus,,Squirrelpox virus,,,NA,,Squirrelpox virus
Sudan ebolavirus,Sudan ebolavirus,Sudan ebolavirus ,Sudan ebolavirus,,,NA,,Sudan ebolavirus
,Suid herpesvirus 1,,Suid alphaherpesvirus 1,,,NA,,Suid alphaherpesvirus 1
,Swinepox virus,,Swinepox virus,Automatic match,,NA,,Swinepox virus
,Tacaiuma virus,Tacaiuma orthobunyavirus ,Tacaiuma orthobunyavirus,Automatic match,,NA,,Tacaiuma orthobunyavirus
Ocozocoautla de Espinosa virus,,,Tacaribe mammarenavirus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Tacaribe mammarenavirus
Ocozocoautla de Espinosa virus,,,Tacaribe mammarenavirus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Tacaribe mammarenavirus
Tacaribe virus,Tacaribe virus,,Tacaribe mammarenavirus,Strain,Checked for duplication – data differs and sequences divergent,NA,,Tacaribe mammarenavirus
Tacaribe virus,Tacaribe virus,,Tacaribe mammarenavirus,Strain,Checked for duplication – data differs and sequences divergent,NA,,Tacaribe mammarenavirus
Tai Forest ebolavirus,Cote d'Ivoire ebolavirus,Tai forest ebolavirus,Taï Forest ebolavirus,,"Actually now 'Tai forest ebolavirus' (i.e. without the diacritical mark), but MSL not yet updated",NA,,Tai Forest ebolavirus
Tamiami virus,Tamiami virus,,Tamiami mammarenavirus,,,NA,,Tamiami mammarenavirus
,Tanapox virus,,Tanapox virus,Automatic match,,NA,,Tanapox virus
Taro vein chlorosis virus,,,Taro vein chlorosis nucleorhabdovirus,,,NA,,Taro vein chlorosis nucleorhabdovirus
,Taterapox virus,,Taterapox virus,Automatic match,,NA,,Taterapox virus
Tembusu virus,Tembusu virus,Tembusu virus,Tembusu virus,,,NA,,Tembusu virus
,Porcine teschovirus,,Teschovirus A,,,NA,,Teschovirus A
,Thailand virus,Thailand orthohantavirus,Thailand orthohantavirus,Automatic match,,NA,,Thailand orthohantavirus
,Thiafora virus,Thiafora orthonairovirus,Thiafora orthonairovirus,Automatic match,,NA,,Thiafora orthonairovirus
,Thogoto virus,Thogoto virus ,Thogoto virus,Automatic match,,NA,,Thogoto thogotovirus
Thottapalayam virus,Thottapalayam virus,Thottapalayam orthohantavirus,Thottapalayam orthohantavirus,,,NA,,Thottopalayam thottimvirus
Tibrogargan virus,Bivens Arm virus,,Tibrogargan tibrovirus,,No match in ICTV taxonomy; Listed as a type/strain on NCBI,NA,,Tibrogargan tibrovirus
Tick-borne encephalitis virus,Tick-borne encephalitis virus,Tick-borne encephalitis virus ,Tick-borne encephalitis virus,,,NA,,Tick-borne encephalitis virus
Tomato spotted wilt virus,,,Tomato spotted wilt orthotospovirus,,,NA,,Tomato spotted wilt tospovirus
,Tonate virus,Tonate virus,Tonate virus,Automatic match,,NA,,Tonate virus
,Tree shrew adenovirus,,Tree shrew mastadenovirus A,,,NA,,Tree shrew mastadenovirus A
Avian encephalomyelitis virus,,,Tremovirus A,,,NA,,Tremovirus A
Tula virus,Tula virus,Tula orthohantavirus,Tula orthohantavirus,,,NA,,Tula orthohantavirus
Tupaia virus,,,Tupaia tupavirus,,,NA,,Tupaia tupavirus
,Tupaiid herpesvirus 1,,Tupaiid betaherpesvirus 1,,,NA,,Tupaiid betaherpesvirus 1
,Turlock virus,,Turlock orthobunyavirus,Automatic match,,NA,,Turlock orthobunyavirus
Bat coronavirus 133,,,Tylonycteris bat coronavirus HKU4,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,TRUE,"Duplicate (data identical to Bat Coronavirus HKU4, K80 distance only 0.041)",Tylonycteris bat coronavirus HKU4
Bat coronavirus HKU4,,,Tylonycteris bat coronavirus HKU4,,"Renamed by ICTV, source sp. verified in source data",NA,,Tylonycteris bat coronavirus HKU4
Tyuleniy virus,,,Tyuleniy virus,,,NA,,Tyuleniy virus
,Uganda S virus,Uganda S virus,Uganda S virus,Automatic match,,NA,,Uganda S virus
Una virus,Una virus,Una virus,Una virus,,,NA,,Una virus
,Bovine parvovirus,,Ungulate bocaparvovirus 1,,,NA,,Ungulate bocaparvovirus 1
,Porcine parvovirus,,Ungulate protoparvovirus 1,,,NA,,Ungulate protoparvovirus 1
Usutu virus,Usutu virus,Usutu virus,Usutu virus,,,NA,,Usutu virus
Uukuniemi virus,Uukuniemi virus,Uukuniemi phlebovirus,Uukuniemi phlebovirus,,,NA,,Uukuniemi phlebovirus
,Vaccinia virus,,Vaccinia virus,Automatic match,,NA,,Vaccinia virus
,Variola virus,,Variola virus,Automatic match,,NA,,Variola virus
Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus ,Venezuelan equine encephalitis virus,,,NA,,Venezuelan equine encephalitis virus
Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus,Venezuelan equine encephalitis virus ,Venezuelan equine encephalitis virus,,,NA,,Venezuelan equine encephalitis virus
Reptile vesivirus,,,Vesicular exanthema of swine virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Vesicular exanthema of swine virus
Reptile vesivirus,,,Vesicular exanthema of swine virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Vesicular exanthema of swine virus
San Miguel sea lion virus 1,,,Vesicular exanthema of swine virus,Strain,"San Miguel sea lion virus is now merged with Vesicular exanthema of swine virus, but no match in taxonomy when including number; Listed as a strain on NCBI",NA,,Vesicular exanthema of swine virus
San Miguel sea lion virus 1,,,Vesicular exanthema of swine virus,Strain,"San Miguel sea lion virus is now merged with Vesicular exanthema of swine virus, but no match in taxonomy when including number; Listed as a strain on NCBI",NA,,Vesicular exanthema of swine virus
Walrus calicivirus,Walrus calicivirus,,Vesicular exanthema of swine virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Vesicular exanthema of swine virus
Walrus calicivirus,Walrus calicivirus,,Vesicular exanthema of swine virus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Vesicular exanthema of swine virus
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Strain,Checked for duplication – data differs,NA,,Vesicular exanthema of swine virus
Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Vesicular exanthema of swine virus,Strain,Checked for duplication – data differs,NA,,Vesicular exanthema of swine virus
,Visna/maedi virus,,Visna/maedi virus,Automatic match,,NA,,Visna-maedi virus
,Volepox virus,,Volepox virus,Automatic match,,NA,,Volepox virus
,Wad Medani virus,,Wad Medani virus,Automatic match,,NA,,Wad Medani virus
,Wallal virus,,Wallal virus,Automatic match,,NA,,Wallal virus
,Warrego virus,,Warrego virus,Automatic match,,NA,,Warrego virus
Watermelon silver mottle virus,,,Watermelon silver mottle orthotospovirus,,,NA,,Watermelon silver mottle tospovirus
Wenzhou virus,,,Wenzhou mammarenavirus,,,NA,,Wenzhou mammarenavirus
Wesselsbron virus,Wesselsbron virus,Wesselsbron virus ,Wesselsbron virus,,,NA,,Wesselsbron virus
West Caucasian bat virus,West Caucasian bat virus,,West Caucasian bat lyssavirus,,,NA,,West Caucasian bat lyssavirus
West Nile virus,West Nile virus,West Nile virus ,West Nile virus,,,NA,,West Nile virus
,Simian foamy virus,Simian foamy virus,Simian foamy virus,Automatic match,,NA,,Western chimpanzee simian foamy virus
Western equine encephalitis virus,Western equine encephalitis virus,Western equine encephalitis virus ,Western equine encephalitis virus,,,NA,,Western equine encephalitis virus
Whataroa virus,,Whataroa virus ,Whataroa virus,,,NA,,Whataroa virus
White bream virus,,,White bream virus,,,NA,,White bream virus
White-eye coronavirus HKU16,,,White-eye coronavirus HKU16,,,NA,,White-eye coronavirus HKU16
Big brushy tank virus,,,Whitewater Arroyo mammarenavirus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Whitewater Arroyo mammarenavirus
Tonto creek virus,,,Whitewater Arroyo mammarenavirus,Strain,No match in ICTV taxonomy; Listed as a strain on NCBI taxonomy,NA,,Whitewater Arroyo mammarenavirus
Whitewater arroyo virus,Whitewater Arroyo virus,Whitewater Arroyo mammarenavirus,Whitewater Arroyo mammarenavirus,Strain,Checked for duplication – closest K80 distance is 0.313,NA,,Whitewater Arroyo mammarenavirus
Wigeon coronavirus HKU20,,,Wigeon coronavirus HKU20,,,NA,,Wigeon coronavirus HKU20
Wongabel virus,,,Wongabel hapavirus,,,NA,,Wongabel hapavirus
,Wongorr virus,,Wongorr virus,Automatic match,,NA,,Wongorr virus
,Woodchuck hepatitis virus,,Woodchuck hepatitis virus,Automatic match,,NA,,Woodchuck hepatitis virus
,Woolly monkey sarcoma virus,,Woolly monkey sarcoma virus,Automatic match,,NA,,Woolly monkey sarcoma virus
,Wyeomyia virus,Wyeomyia orthobunyavirus ,Wyeomyia orthobunyavirus,Automatic match,,NA,,Wyeomyia orthobunyavirus
,Bovine papillomavirus 3,,Xipapillomavirus 1,,,NA,,Xipapillomavirus 1
,Yaba monkey tumor virus,,Yaba monkey tumor virus,Automatic match,,NA,,Yaba monkey tumor virus
Yellow fever virus,Yellow fever virus,Yellow fever virus ,Yellow fever virus,,,NA,,Yellow fever virus
Yokose virus,Yokose virus,,Yokose virus,,,NA,,Yokose virus
Yug Bogdanovac virus,,,Yug Bogdanovac vesiculovirus,,,NA,,Yug Bogdanovac vesiculovirus
Zaire ebolavirus,Zaire ebolavirus,Zaire ebolavirus,Zaire ebolavirus,,,NA,,Zaire ebolavirus
,Zegla virus,,Zegla orthobunyavirus,Automatic match,,NA,,Zegla orthobunyavirus
,Equine papillomavirus 1,,Zetapapillomavirus 1,,,NA,,Zetapapillomavirus 1
Zika virus,Zika virus,Zika virus ,Zika virus,,,NA,,Zika virus
,,African pouched rat arterivirus,African pouched rat arterivirus,,,NA,,Lambdaarterivirus afriporav
,,Amga orthohantavirus,Amga orthohantavirus,,,NA,,Seewis orhtohantavirus
,,Avian avulavirus 13,Avian avulavirus 13,,,NA,,Avian orthoavulavirus 13
,,Avian avulavirus 2,Avian avulavirus 2,,,NA,,Avian metaavulavirus 2
,,Avian sapelovirus,Avian sapelovirus,,,NA,,Anativirus A
,,Bat mumps rubulavirus,Bat mumps rubulavirus,,,,,Bat mumps orthorubulavirus
,,Blueberry mosaic associated virus,Blueberry mosaic associated virus,,,,,Blueberry mosaic associated ophiovirus
,,Burana orthonairovirus,Burana orthonairovirus,,,,,Tamdy orthonairovirus
,,Chaetoceros socialis f. radians RNA virus 01,Chaetoceros socialis f. radians RNA virus 01,,,,,Chaetoceros socialis forma radians RNA virus 1
,,Citrus psorosis virus,Citrus psorosis virus,,,,,Citrus psorosis ophiovirus
,,DeBrazza’s monkey arterivirus,DeBrazza’s monkey arterivirus,,,,,Iotaarterivirus debrazmo
,,Elapid 1 bornavirus,Elapid 1 bornavirus,,,,,Elapid 1 orthobornavirus
,,Estero Real orthobunyavirus,Estero Real orthobunyavirus,,,,,Estero Real orthonairovirus
,,Free State vervet virus,Free State vervet virus,,,,,Epsilonarterivirus safriver
,,Freesia sneak virus,Freesia sneak virus,,,,,Freesia sneak ophiovirus
,,Imjin orthohantavirus,Imjin orthohantavirus,,,,,Imjin thottimvirus
,,Infectious salmon anemia virus,Infectious salmon anemia virus,,,,,Salmon isavirus
,,Johnston Atoll virus,Johnston Atoll virus,,,,,Johnston Atoll quaranjavirus
,,Kafue kinda chacma baboon virus,Kafue kinda chacma baboon virus,,,,,Thetaarterivirus kafuba
,,Kibale red colobus virus 1,Kibale red colobus virus 1,,,,,Zetaarterivirus ugarco 1
,,Kibale red colobus virus 2,Kibale red colobus virus 2,,,,,Etaarterivirus ugarco 1
,,Kibale red-tailed guenon virus 1,Kibale red-tailed guenon virus 1,,,,,Iotaarterivirus kibreg 1
,,Laibin orthohantavirus,Laibin orthohantavirus,,,,,Laibin mobatvirus
,,Lettuce ring necrosis virus,Lettuce ring necrosis virus,,,,,Lettuce ring necrosis ophiovirus
,,Longquan orthohantavirus,Longquan orthohantavirus,,,,,Longquan loanvirus
,,Melegrivirus A,Melegrivirus A,,,,,Megrivirus A
,,Mikumi yellow baboon virus 1,Mikumi yellow baboon virus 1,,,,,Thetaarterivirus mikelba 1
,,Mirafiori lettuce big-vein virus,Mirafiori lettuce big-vein virus,,,,,Mirafiori lettuce big-vein ophiovirus
,,Nova orthohantavirus,Nova orthohantavirus,,,,,Nova mobatvirus
,,Passeriform 1 bornavirus,Passeriform 1 bornavirus,,,,,Passeriform 1 orthobornavirus
,,Passeriform 2 bornavirus,Passeriform 2 bornavirus,,,,,Passeriform 2 orthobornavirus
,,Pebjah virus,Pebjah virus,,,,,Deltaarterivirus pejah
,,Porcine reproductive and respiratory syndrome virus 2,Porcine reproductive and respiratory syndrome virus 2,,,,,Betaarterivirus suid 2
,,Psittaciform 1 bornavirus,Psittaciform 1 bornavirus,,,,,Psittaciform 1 orthobornavirus
,,Psittaciform 2 bornavirus,Psittaciform 2 bornavirus,,,,,Psittaciform 2 orthobornavirus
,,Quezon orthohantavirus,Quezon orthohantavirus,,,,,Quezon mobatvirus
,,Ranunculus white mottle virus,Ranunculus white mottle virus,,,,,Ranunculus white mottle ophiovirus
,,Rat arterivirus 1,Rat arterivirus 1,,,,,Betaarterivirus chinrav 1
,,Sanxia wastrivirus,Sanxia wastrivirus,,,,,Gerrid arlivirus
,,Shuangao insect herbevirus 1,Shuangao insect herbevirus 1,,,,,Insect shangavirus
,,Simian hemorrhagic encephalitis virus,Simian hemorrhagic encephalitis virus,,,,,Epsilonarterivirus hemcep
,,Tacheng chengtivirus,Tacheng chengtivirus,,,,,Tacheng arlivirus
,,Teviot rubulavirus,Teviot rubulavirus,,,,,Teviot pararubulavirus
,,Thrush coronavirus HKU12,Thrush coronavirus HKU12,Merged,"Listed as abolished ICTV taxonomy website, but the associated proposal document (https://talk.ictvonline.org/ictv/proposals/2017.012_015S.A.v1.Nidovirales.zip) says exemplar was assigned to Bulbul coronavirus HKU11, so interpreting this as a merge",,,Bulbul coronavirus HKU11
,,Tulip mild mottle mosaic virus,Tulip mild mottle mosaic virus,,,,,Tulip mild mottle mosaic ophiovirus
,,Waterbird 1 bornavirus,Waterbird 1 bornavirus,,,,,Waterbird 1 orthobornavirus
,,Wobbly possum disease virus,Wobbly possum disease virus,,,,,Kappaarterivirus wobum
,,Wuhan fly phasivirus,Wuhan fly phasivirus,,"Listed as deleted / abolished on ICTV website, but the associated proposal explains that it was actually moved to Fly wubeivirus (https://talk.ictvonline.org/ictv/proposals/2017.006G.A.v3.Riboviria.zip)",,,Fly wubeivirus
,,Lishi arlivirus,Lishi arlivirus,,,,,Lishi arlivirus
,,Wenzhou crustavirus,Wenzhou crustavirus,,,,,Wenzhou crustavirus
,,Balsa almendravirus,Balsa almendravirus,,,,,Balsa almendravirus
,,Coot Bay almendravirus,Coot Bay almendravirus,,,,,Coot Bay almendravirus
,,Rio Chico almendravirus,Rio Chico almendravirus,,,,,Rio Chico almendravirus
,,Iriri curiovirus,Iriri curiovirus,,,,,Iriri curiovirus
,,Itacaiunas curiovirus,Itacaiunas curiovirus,,,,,Itacaiunas curiovirus
,,Rochambeau curiovirus,Rochambeau curiovirus,,,,,Rochambeau curiovirus
,,Alfalfa dwarf cytorhabdovirus,Alfalfa dwarf cytorhabdovirus,,,,,Alfalfa dwarf cytorhabdovirus
,,Barley yellow striate mosaic cytorhabdovirus,Barley yellow striate mosaic cytorhabdovirus,,,,,Barley yellow striate mosaic cytorhabdovirus
,,Broccoli necrotic yellows cytorhabdovirus,Broccoli necrotic yellows cytorhabdovirus,,,,,Broccoli necrotic yellows cytorhabdovirus
,,Colocasia bobone disease-associated cytorhabdovirus,Colocasia bobone disease-associated cytorhabdovirus,,,,,Colocasia bobone disease-associated cytorhabdovirus
,,Festuca leaf streak cytorhabdovirus,Festuca leaf streak cytorhabdovirus,,,,,Festuca leaf streak cytorhabdovirus
,,Sonchus cytorhabdovirus 1,Sonchus cytorhabdovirus 1,,,,,Sonchus cytorhabdovirus 1
,,Strawberry crinkle cytorhabdovirus,Strawberry crinkle cytorhabdovirus,,,,,Strawberry crinkle cytorhabdovirus
,,Wheat American striate mosaic cytorhabdovirus,Wheat American striate mosaic cytorhabdovirus,,,,,Wheat American striate mosaic cytorhabdovirus
,,Coffee ringspot dichorhavirus,Coffee ringspot dichorhavirus,,,,,Coffee ringspot dichorhavirus
,,Orchid fleck dichorhavirus,Orchid fleck dichorhavirus,,,,,Orchid fleck dichorhavirus
,,Koolpinyah ephemerovirus,Koolpinyah ephemerovirus,,,,,Koolpinyah ephemerovirus
,,Yata ephemerovirus,Yata ephemerovirus,,,,,Yata ephemerovirus
,,Flanders hapavirus,Flanders hapavirus,,,,,Flanders hapavirus
,,Gray Lodge hapavirus,Gray Lodge hapavirus,,,,,Gray Lodge hapavirus
,,Hart Park hapavirus,Hart Park hapavirus,,,,,Hart Park hapavirus
,,Joinjakaka hapavirus,Joinjakaka hapavirus,,,,,Joinjakaka hapavirus
,,Kamese hapavirus,Kamese hapavirus,,,,,Kamese hapavirus
,,La Joya hapavirus,La Joya hapavirus,,,,,La Joya hapavirus
,,Landjia hapavirus,Landjia hapavirus,,,,,Landjia hapavirus
,,Manitoba hapavirus,Manitoba hapavirus,,,,,Manitoba hapavirus
,,Marco hapavirus,Marco hapavirus,,,,,Marco hapavirus
,,Mosqueiro hapavirus,Mosqueiro hapavirus,,,,,Mosqueiro hapavirus
,,Mossuril hapavirus,Mossuril hapavirus,,,,,Mossuril hapavirus
,,Ord River hapavirus,Ord River hapavirus,,,,,Ord River hapavirus
,,Parry Creek hapavirus,Parry Creek hapavirus,,,,,Parry Creek hapavirus
,,Fukuoka ledantevirus,Fukuoka ledantevirus,,,,,Fukuoka ledantevirus
,,Kumasi ledantevirus,Kumasi ledantevirus,,,,,Kumasi ledantevirus
,,Le Dantec ledantevirus,Le Dantec ledantevirus,,,,,Le Dantec ledantevirus
,,Nishimuro ledantevirus,Nishimuro ledantevirus,,,,,Nishimuro ledantevirus
,,Nkolbisson ledantevirus,Nkolbisson ledantevirus,,,,,Nkolbisson ledantevirus
,,Wuhan ledantevirus,Wuhan ledantevirus,,,,,Wuhan ledantevirus
,,Yongjia ledantevirus,Yongjia ledantevirus,,,,,Yongjia ledantevirus
,,Datura yellow vein nucleorhabdovirus,Datura yellow vein nucleorhabdovirus,,,,,Datura yellow vein nucleorhabdovirus
,,Sowthistle yellow vein nucleorhabdovirus,Sowthistle yellow vein nucleorhabdovirus,,,,,Sowthistle yellow vein nucleorhabdovirus
,,Sea trout perhabdovirus,Sea trout perhabdovirus,,,,,Sea trout perhabdovirus
,,Drosophila affinis sigmavirus,Drosophila affinis sigmavirus,,,,,Drosophila affinis sigmavirus
,,Drosophila ananassae sigmavirus,Drosophila ananassae sigmavirus,,,,,Drosophila ananassae sigmavirus
,,Drosophila immigrans sigmavirus,Drosophila immigrans sigmavirus,,,,,Drosophila immigrans sigmavirus
,,Drosophila tristis sigmavirus,Drosophila tristis sigmavirus,,,,,Drosophila tristis sigmavirus
,,Muscina stabulans sigmavirus,Muscina stabulans sigmavirus,,,,,Muscina stabulans sigmavirus
,,Chaco sripuvirus,Chaco sripuvirus,,,,,Chaco sripuvirus
,,Sena Madureira sripuvirus,Sena Madureira sripuvirus,,,,,Sena Madureira sripuvirus
,,Sripur sripuvirus,Sripur sripuvirus,,,,,Sripur sripuvirus
,,Sweetwater Branch tibrovirus,Sweetwater Branch tibrovirus,,,,,Sweetwater Branch tibrovirus
,,Durham tupavirus,Durham tupavirus,,,,,Durham tupavirus
,,Klamath tupavirus,Klamath tupavirus,,,,,Klamath tupavirus
,,Lettuce big-vein associated varicosavirus,Lettuce big-vein associated varicosavirus,,,,,Lettuce big-vein associated varicosavirus
,,Carajas vesiculovirus,Carajas vesiculovirus,,,,,Carajas vesiculovirus
,,Morreton vesiculovirus,Morreton vesiculovirus,,,,,Morreton vesiculovirus
,,Radi vesiculovirus,Radi vesiculovirus,,,,,Radi vesiculovirus
,,Xincheng anphevirus,Xincheng anphevirus,,,,,Xincheng anphevirus
,,Mariental mammarenavirus,Mariental mammarenavirus,,,,,Mariental mammarenavirus
,,Okahandja mammarenavirus,Okahandja mammarenavirus,,,,,Okahandja mammarenavirus
,,Solwezi mammarenavirus,Solwezi mammarenavirus,,,,,Solwezi mammarenavirus
,,Asama orthohantavirus,Asama orthohantavirus,,,,,Asama orthohantavirus
,,Asikkala orthohantavirus,Asikkala orthohantavirus,,,,,Asikkala orthohantavirus
,,Bowe orthohantavirus,Bowe orthohantavirus,,,,,Bowe orthohantavirus
,,Bruges orthohantavirus,Bruges orthohantavirus,,,,,Bruges orthohantavirus
,,Cao Bang orthohantavirus,Cao Bang orthohantavirus,,,,,Cao Bang orthohantavirus
,,Dabieshan orthohantavirus,Dabieshan orthohantavirus,,,,,Dabieshan orthohantavirus
,,Fugong orthohantavirus,Fugong orthohantavirus,,,,,Fugong orthohantavirus
,,Fusong orthohantavirus,Fusong orthohantavirus,,,,,Fusong orthohantavirus
,,Jeju orthohantavirus,Jeju orthohantavirus,,,,,Jeju orthohantavirus
,,Kenkeme orthohantavirus,Kenkeme orthohantavirus,,,,,Kenkeme orthohantavirus
,,Luxi orthohantavirus,Luxi orthohantavirus,,,,,Luxi orthohantavirus
,,Maporal orthohantavirus,Maporal orthohantavirus,,,,,Maporal orthohantavirus
,,Montano orthohantavirus,Montano orthohantavirus,,,,,Montano orthohantavirus
,,Necocli orthohantavirus,Necocli orthohantavirus,,,,,Necocli orthohantavirus
,,Oxbow orthohantavirus,Oxbow orthohantavirus,,,,,Oxbow orthohantavirus
,,Rockport orthohantavirus,Rockport orthohantavirus,,,,,Rockport orthohantavirus
,,Yakeshi orthohantavirus,Yakeshi orthohantavirus,,,,,Yakeshi orthohantavirus
,,Hazara orthonairovirus,Hazara orthonairovirus,,,,,Hazara orthonairovirus
,,Hughes orthonairovirus,Hughes orthonairovirus,,,,,Hughes orthonairovirus
,,Keterah orthonairovirus,Keterah orthonairovirus,,,,,Keterah orthonairovirus
,,Nairobi sheep disease orthonairovirus,Nairobi sheep disease orthonairovirus,,,,,Nairobi sheep disease orthonairovirus
,,Sakhalin orthonairovirus,Sakhalin orthonairovirus,,,,,Sakhalin orthonairovirus
