UniversalName,Strain,Reservoir,Genbank.accession,WholeGenome,Vector.borne,Vector,OtherTaxonomicInfo,Reference_Reservoir,Reference_Vector
Idnoreovirus 3,,Insect,,,0,,Added Nov 2018,Knipe2013,
Idnoreovirus 4,,Insect,,,0,,Added Nov 2018,Knipe2013,
Idnoreovirus 5,,Insect,,,0,,Added Nov 2018,Knipe2013,
Ieri virus,,,,,1,NA,Added Nov 2018,,﻿Attoui2015
Imjin orthohantavirus,,Eulipotyphla,NC_034564.1; NC_034557.1; NC_034558.1,1,0,,Added Nov 2018,﻿Gu2011,
Infectious bursal disease virus,,Galliformes,NC_004178.1; NC_004179.1,1,0,,Added Nov 2018,﻿Berg2010,
Infectious pancreatic necrosis virus,,Fish,NC_001915.1; NC_001916.1,1,,,Added Nov 2018,,
Infectious salmon anemia virus,,Fish,NC_006503.1; NC_006505.1; NC_006502.1; NC_006501.1; NC_006500.2; NC_006499.1; NC_006498.1; NC_006497.1,1,,,Added Nov 2018,,
Influenza D virus,,Artiodactyl,NC_036616.1; NC_036615.1; NC_036619.1; NC_036618.1; NC_036617.1; NC_036620.1; NC_036621.1,1,0,,Added Nov 2018,﻿Su2017,
Iranian wheat stripe tenuivirus,,Plant,NC_038748.1; NC_038750.1; NC_038749.1,1,,,Added Nov 2018,,
Iriri curiovirus,,,NC_034544.1,1,,,Added Nov 2018,,
Iris yellow spot orthotospovirus,,Plant,NC_029799.1; NC_038232.1; NC_029800.1,1,,,Added Nov 2018,,
Israel turkey meningoencephalomyelitis virus,,Galliformes,KC734551.1,1,,,Added Nov 2018,﻿Barnard1980,
Itacaiunas curiovirus,,,NC_034536.1,1,,,Added Nov 2018,,
Itaporanga virus,,,MK330771.2; MK330772.1; MK330773.1,1,,,Added Nov 2018,,
Jeju orthohantavirus,,Eulipotyphla,NC_034399.1; NC_034404.1; NC_034398.1,1,0,,Added Nov 2018,﻿Arai2012,
Jembrana disease virus,,Artiodactyl,U21603.1,1,0,,Added Nov 2018,Knipe2013,
Johnston Atoll virus,,,NC_043229.1; NC_043230.1,0,1,tick,Added Nov 2018,,﻿Labuda2004
Joinjakaka hapavirus,,,NC_034538.1,1,,,Added Nov 2018,,
Kadam virus,,,NC_033724.1,1,1,tick,Added Nov 2018,﻿Calisher2003,﻿Labuda2004
Kadipiro virus,,,NC_004210.1; NC_004212.1; NC_004213.1; NC_004214.1; NC_004215.1; NC_004216.1; NC_004209.1; NC_004208.1; NC_004207.1; NC_004206.1; NC_004205.1; NC_004199.1,1,,,Added Nov 2018,,
Kafue kinda chacma baboon virus,,NonHumanPrimate,NC_029053.1,1,,,Added Nov 2018,bailey2016,
Kamese hapavirus,,Orphan,NC_034450.1,1,NA,NA,Added Nov 2018,simotchetgna2017,
Kenkeme orthohantavirus,,,NC_034560.1; NC_034565.1; NC_034559.1,1,,,Added Nov 2018,,
Keterah orthonairovirus,,,NC_034392.1; NC_034388.1; NC_034389.1,1,NA,tick,Added Nov 2018,,varma1976
Kibale herbevirus,,Insect,NC_034460.1; NC_034468.1; NC_034458.1,1,0,mosquito,Added Nov 2018,,marklewitz2013
Kibale red colobus virus 1,,NonHumanPrimate,NC_033553.1,1,0,,Added Nov 2018,bailey2014,
Kibale red colobus virus 2,,NonHumanPrimate,NC_034455.1,1,0,,Added Nov 2018,bailey2014,
Kibale red-tailed guenon virus 1,,NonHumanPrimate,NC_038292.1,1,0,,Added Nov 2018,bailey2016,
Kirsten murine sarcoma virus,,NONE,,,,,Added Nov 2018,Knipe2013,
Klamath tupavirus,,,NC_034549.1,1,,,Added Nov 2018,,
Koala retrovirus,,Diprotodontia,NC_039228.1,1,0,,Added Nov 2018,simmons2012,
Koolpinyah ephemerovirus,,,NC_028239.1,1,,,Added Nov 2018,,
Kumasi ledantevirus,,Pterobat,NC_028236.1,1,,,Added Nov 2018,binger2015,
Kunsagivirus A,,Orphan,NC_038317.1,1,,,Added Nov 2018,boros2014,
La Joya hapavirus,,,NC_034537.1,1,,,Added Nov 2018,,
Laibin orthohantavirus,,Orphan,NC_038515.1; NC_038513.1; NC_038514.1,1,,,Added Nov 2018,xu2015,
Landjia hapavirus,,,NC_034533.1,1,,,Added Nov 2018,,
Le Dantec ledantevirus,,Orphan,NC_034443.1,1,NA,unknown,Added Nov 2018,Blasdell2015,
Lettuce big-vein associated varicosavirus,,Plant,NC_011558.1; NC_011568.1,1,,,Added Nov 2018,,
Liao ning virus,,Insect,NC_007736.1; NC_007737.1; NC_007738.1; NC_007739.1; NC_007740.1; NC_007741.1; NC_007742.1; NC_007743.1; NC_007744.1; NC_007745.1; NC_007746.1; NC_007747.1,1,0,mosquito,Added Nov 2018,prow2018,prow2018
Limnipivirus A,,Fish,NC_018506.1,1,0,,Added Nov 2018,mor2016,
Limnipivirus B,,Fish,NC_023162.1,1,0,,Added Nov 2018,mor2016,
Longquan orthohantavirus,,Orphan,JX465401.1; JX465421.1,0,0,,Added Nov 2018,guo2013,
Luxi orthohantavirus,,Orphan,NC_038529.1; NC_038528.1; NC_038530.1,1,0,,Added Nov 2018,zhang2011,
Maize rough dwarf virus,,Plant,NC_037570.1; NC_037578.1; NC_037572.1; NC_037571.1; NC_028465.1; NC_037573.1; NC_037574.1; NC_037575.1; NC_037576.1; NC_037577.1,1,,,Added Nov 2018,,
Maize stripe tenuivirus,,Plant,NC_038751.1; NC_038754.1; NC_038752.1; NC_038753.1,1,,,Added Nov 2018,,
Mal de Rio Cuarto virus,,Plant,NC_008733.1; NC_008732.1; NC_008730.1; NC_008729.1; NC_008735.1; NC_008731.1; NC_008736.1; NC_008728.1; NC_008737.1; NC_008734.1,1,,,Added Nov 2018,,
Mamastrovirus 11,,Orphan,FJ890351.1,0,0,,Added Nov 2018,rivera2010,
Mamastrovirus 12,,Orphan,FJ571067.1,0,0,,Added Nov 2018,zhu2009,
Mamastrovirus 14,,Orphan,EU847144.2,0,0,,Added Nov 2018,chu2008,
Mamastrovirus 15,,Orphan,FJ571066.1,0,0,,Added Nov 2018,zhu2009,
Mamastrovirus 16,,Orphan,EU847145.2,0,0,,Added Nov 2018,chu2008,
Mamastrovirus 17,,Orphan,NC_038368.1,0,0,,Added Nov 2018,zhu2009,
Mamastrovirus 18,,Orphan,EU847155.1,0,0,,Added Nov 2018,chu2008,
Mamastrovirus 19,,Orphan,FJ571065.1,0,0,,Added Nov 2018,zhu2009,
Mamastrovirus 5,,Carnivore,KY765684.1,1,0,,Added Nov 2018,alves2018,
Mamastrovirus 7,,Orphan,FJ890355.1,0,0,,Added Nov 2018,rivera2010,
Mamastrovirus 8,,Human,GQ415660.1,1,0,,Added Nov 2018,vu2017,
Manitoba hapavirus,,Orphan,NC_034531.1,1,NA,unknown,Added Nov 2018,artsob1991,artsob1991
Maporal orthohantavirus,,Orphan,NC_034553.1; NC_034552.1; NC_034566.1,1,0,,Added Nov 2018,milazzo2010,
Marco hapavirus,,Reptile,NC_034530.1,1,,,Added Nov 2018,causey1966,
Mariental mammarenavirus,,Orphan,NC_027136.1; NC_027134.1,0,0,,Added Nov 2018,witkowski2015,
Meaban virus,,Charadriiformes,NC_033721.1,1,1,tick,Added Nov 2018,arnal2014,chambers2003
Melegrivirus A,,Orphan,NC_023858.1,1,0,,Added Nov 2018,honkavuori2011,
Micromonas pusilla reovirus,,Protist,NC_008171.1; NC_008172.1; NC_008173.1; NC_008174.1; NC_008175.1; NC_008176.1; NC_008177.1; NC_008178.1; NC_008179.1; NC_008180.1; NC_008181.1,1,,,Added Nov 2018,,
Mikumi yellow baboon virus 1,,NonHumanPrimate,NC_025112.1,1,0,,Added Nov 2018,kuhn2016,
Miniopterus bat coronavirus 1,,Vespbat,EU420138.1,1,0,,Added Nov 2018,chu2006,
Mink coronavirus 1,,Carnivore,NC_023760.1,1,0,,Added Nov 2018,vlasova2011,
Mischivirus B,,Orphan,,,0,,Added Nov 2018,kemenesi2015,
Montano orthohantavirus,,Rodent,NC_034403.1; NC_034397.1; NC_034396.1,1,0,,Added Nov 2018,saasa2012,
Morreton vesiculovirus,,,NC_034508.1,1,,,Added Nov 2018,,
Mosavirus A,,Orphan,NC_023987.1,1,0,,Added Nov 2018,reuter2014,
Mosqueiro hapavirus,,,NC_034448.1,1,,,Added Nov 2018,,
Mossuril hapavirus,,,NC_038275.1,1,1,mosquito,Added Nov 2018,,Vasilakis2016
MPoko orthobunyavirus,,Anseriformes,AM711133.1,0,1,mosquito,Added Nov 2018,hubalek2008,hubalek2008
Muscina stabulans sigmavirus,,Insect,,,,,Added Nov 2018,,
Mycoreovirus 1,,Fungi,NC_010743.1; NC_010744.1; NC_010745.1; NC_038657.1; NC_010746.1; NC_010747.1; NC_010748.1; NC_010749.1; NC_010750.1; NC_010751.1; NC_010752.1; NC_010753.1,1,,,Added Nov 2018,,
Mycoreovirus 2,,Fungi,,,,,Added Nov 2018,,
Mycoreovirus 3,,Fungi,NC_007535.1; NC_007533.1; NC_007536.1; NC_007524.1; NC_007534.1; NC_007525.1; NC_007526.1; NC_007527.1; NC_007528.1; NC_007529.1; NC_007531.1; NC_007532.1,1,,,Added Nov 2018,,
Nairobi sheep disease orthonairovirus,,Artiodactyl,NC_034387.1; NC_034391.1; NC_034386.1,1,1,tick,Added Nov 2018,baron2015,baron2015
Necocli orthohantavirus,,Orphan,KF494345.1; KF481954.1,0,0,,Added Nov 2018,montoya-ruiz2015,
Nilaparvata lugens reovirus,,Insect,NC_003654.1; NC_003655.1; NC_003656.1; NC_003657.1; NC_003658.1; NC_003659.1; NC_003660.1; NC_003653.1; NC_003661.1; NC_003652.1,1,1,planthopper,Added Nov 2018,nakashima1995,nakashima1995
Nishimuro ledantevirus,,Orphan,NC_038276.1,1,?,,Added Nov 2018,sakai2015,
Nkolbisson ledantevirus,,,NC_034539.1,1,,,Added Nov 2018,,
Nova orthohantavirus,,Eulipotyphla,NC_034465.1; NC_034470.1; NC_034464.1,1,0,,Added Nov 2018,﻿Gu2014,
Oat sterile dwarf virus,,Plant,NC_038655.1; NC_038653.1; NC_038656.1; NC_038654.1,0,,,Added Nov 2018,,
Okahandja mammarenavirus,,Orphan,NC_027137.1; NC_027135.1,1,0,,Added Nov 2018,witkowski2015,
Olifantsvlei orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,Knipe2013
Orchid fleck dichorhavirus,,Plant,NC_009608.1; NC_009609.1,1,,,Added Nov 2018,,
Ord River hapavirus,,,NC_034543.1,1,,,Added Nov 2018,,
Oxbow orthohantavirus,,Orphan,FJ539167.1; FJ539166.1,0,0,,Added Nov 2018,kang2009,
Pangola stunt virus,,Plant,,,,,Added Nov 2018,,
Parechovirus C,,Orphan,NC_021482.1,1,0,,Added Nov 2018,joffret2013,
Parechovirus D,,Orphan,NC_034453.1,1,0,,Added Nov 2018,smits2013,
Parry Creek hapavirus,,Orphan,NC_034449.1,1,?,,Added Nov 2018,liehne1981,liehne1981
Pasivirus A,,Artiodactyl,NC_018226.1,1,0,,Added Nov 2018,sauvage2012,
Passeriform 1 bornavirus,,Passeriformes,NC_030690.1,1,0,,Added Nov 2018,rubbenstroth2016,
Passeriform 2 bornavirus,,Orphan,NC_038268.1,0,0,,Added Nov 2018,rubbenstroth2014,
Passerivirus A,,Passeriformes,NC_014411.1,1,,,Added Nov 2018,woo2010,
Pebjah virus,,Orphan,NC_027124.1,1,0,,Added Nov 2018,kuhn2016,
Pegivirus B,,Orphan,NC_030291.1,1,?,,Added Nov 2018,epstein2010; quan2013,
Pegivirus D,,Orphan,NC_038433.1,1,?,,Added Nov 2018,postel2016,
Pegivirus F,,Orphan,NC_038434.1,1,?,,Added Nov 2018,quan2013,
Pegivirus G,,Orphan,NC_038435.1,1,?,,Added Nov 2018,quan2013,
Pegivirus I,,Orphan,NC_038437.1,1,?,,Added Nov 2018,quan2013,
Pegivirus J,,Orphan,KC815311.1,1,?,,Added Nov 2018,kapoor2013,
Pegivirus K,,Orphan,NC_034442.1,1,?,,Added Nov 2018,baechlein2016,
Phasi Charoen-like phasivirus,,Insect,NC_038262.1; NC_038261.1; NC_038263.1,1,1,mosquito,Added Nov 2018,chandler2014,chandler2014
Piscine orthoreovirus,,Fish,NC_036468.1; NC_036477.1; NC_036476.1; NC_036471.1; NC_036469.1; NC_036470.1; NC_036473.1; NC_036474.1; NC_036472.1; NC_036475.1,1,,,Added Nov 2018,,
Polygonum ringspot orthotospovirus,,Plant,NC_039204.1; NC_039203.1; NC_039205.1,1,,,Added Nov 2018,,
Porcine reproductive and respiratory syndrome virus 2,,Artiodactyl,NC_038291.1,1,0,,Added Nov 2018,Knipe2013,
Potamipivirus A,,Fish,NC_022332.1,1,,,Added Nov 2018,,
Psittaciform 1 bornavirus,,Psittaciformes,NC_030688.1,1,0,,Added Nov 2018,rubbenstroth2016,
Psittaciform 2 bornavirus,,Orphan,NC_039190.1,1,0,,Added Nov 2018,marton2015,
Quezon orthohantavirus,,Orphan,NC_034401.1; NC_034393.1; NC_034400.1,1,0,,Added Nov 2018,arai2016,
Rabbit picobirnavirus,,Orphan,NC_038919.1,1,0,,Added Nov 2018,krishnamurthy2018,
Rabovirus A,,Rodent,NC_026314.1,1,0,,Added Nov 2018,ng2015,
Radi vesiculovirus,,,NC_038287.1,1,,,Added Nov 2018,,
Rat arterivirus 1,,Orphan,NC_028963.1,1,,,Added Nov 2018,wu2018,
Reptilian orthoreovirus,,Reptile,NC_023813.1; NC_023814.1; NC_023819.1; NC_023816.1; NC_023815.1; NC_023820.1; NC_023822.1; NC_023821.1; NC_023817.1; NC_023818.1,1,,,Added Nov 2018,,
Reticuloendotheliosis virus,,Galliformes,NC_006934.1,1,0,,Added Nov 2018,pattison2007,
Rice black streaked dwarf virus,,Plant,NC_003728.1; NC_003729.1; NC_003730.1; NC_003731.1; NC_003732.1; NC_003733.1; NC_003734.1; NC_003735.1; NC_003736.1; NC_003737.1,1,,,Added Nov 2018,,
Rice dwarf virus,,Plant,NC_003760.1; NC_003761.1; NC_003762.1; NC_003763.1; NC_003764.1; NC_003765.1; NC_003766.1; NC_003767.1; NC_003768.1; NC_003772.1; NC_003773.1; NC_003774.1,1,,,Added Nov 2018,,
Rice gall dwarf virus,,Plant,NC_009245.1; NC_009241.1; NC_009248.1; NC_009242.1; NC_009249.1; NC_009243.1; NC_009250.1; NC_009244.1; NC_009251.1; NC_009252.1; NC_009246.1; NC_009247.1,1,,,Added Nov 2018,,
Rice grassy stunt tenuivirus,,Plant,NC_002327.1; NC_002323.1; NC_002328.1; NC_002324.1; NC_002325.1; NC_002326.1,1,,,Added Nov 2018,,
Rice hoja blanca tenuivirus,,Plant,NC_036597.1; NC_036598.1; NC_036602.1; NC_036599.1,1,,,Added Nov 2018,,
Rice ragged stunt virus,,Plant,NC_003759.1; NC_003757.1; NC_003749.1; NC_003769.1; NC_003750.1; NC_003751.1; NC_003771.1; NC_003752.1; NC_003770.1; NC_003758.1,1,,,Added Nov 2018,,
Rice stripe tenuivirus,,Plant,NC_003755.1; NC_003754.1; NC_003776.1; NC_003753.1,1,,,Added Nov 2018,,
Rio Chico almendravirus,,Orphan,,,?,unknown,Added Nov 2018,contreras2017,
Rio Segundo virus,,Orphan,,,0,,Added Nov 2018,hjelle1995,
Rochambeau curiovirus,,,NC_034534.1,1,,,Added Nov 2018,,
Rockport orthohantavirus,,Orphan,NC_038695.1; NC_038694.1; NC_038696.1,1,,,Added Nov 2018,kang2011,
Rosavirus A,,Orphan,NC_024070.1,1,,,Added Nov 2018,lim2014,
Rotavirus D,,Galliformes,NC_014511.1; NC_014512.1; NC_014513.1; NC_014514.1; NC_014515.1; NC_014516.1; NC_014517.1; NC_014518.1; NC_014519.1; NC_014520.1; NC_014521.1,1,0,,Added Nov 2018,pattison2007,
Rotavirus F,,Galliformes,NC_021625.1; NC_021626.1; NC_021631.1; NC_021630.1; NC_021632.1; NC_021635.1; NC_021633.1; NC_021628.1; NC_021627.1; NC_021629.1; NC_021634.1,1,0,,Added Nov 2018,dhama2015,
Rotavirus G,,Galliformes,NC_021590.1; NC_021580.1; NC_021581.1; NC_021589.1; NC_021583.1; NC_021588.1; NC_021585.1; NC_021584.1; NC_021582.1; NC_021586.1; NC_021587.1,1,0,,Added Nov 2018,dhama2015,
Rotavirus I,,Orphan,NC_026825.2; NC_026826.2; NC_026828.2; NC_026827.2; NC_026820.2; NC_026829.2; NC_026821.2; NC_026822.2; NC_026830.2; NC_026823.2; NC_026824.2,1,0,,Added Nov 2018,phan2017,
Rous sarcoma virus,,NONE,,,,,Added Nov 2018,Knipe2013,
Sakhalin orthonairovirus,,Charadriiformes,KU925494.1; KU925495.1; KU925496.1,1,1,tick,Added Nov 2018,lvov2015,Knipe2013
Sangassou orthohantavirus,,Orphan,NC_034517.1; NC_034516.1; NC_034526.1,1,0,,Added Nov 2018,klempa2006,
Sapelovirus B,,NonHumanPrimate,NC_004451.1,1,0,,Added Nov 2018,oberste2003,
Saumarez Reef virus,,Orphan,NC_033726.1,1,1,tick,Added Nov 2018,dobler2010,Labuda2004
Sea trout perhabdovirus,,Fish,NC_038277.1,0,,,Added Nov 2018,,
Sena Madureira sripuvirus,,Reptile,NC_034529.1,1,,,Added Nov 2018,,
Senecavirus A,,Artiodactyl,NC_011349.1,1,0,,Added Nov 2018,hause2016,
Shuangao insect herbevirus 1,,Insect,NC_031221.1; NC_031222.1; NC_031223.1,1,,,Added Nov 2018,,
Simian hemorrhagic encephalitis virus,,Orphan,NC_038293.1,1,0,,Added Nov 2018,kuhn2016,
Simian virus 12,,,NC_007611.1,1,,,Added Nov 2018,,
Snyder-Theilen feline sarcoma virus,,NONE,,,,,Added Nov 2018,Knipe2013,
Solwezi mammarenavirus,,,NC_038366.1; NC_038367.1,1,,,Added Nov 2018,,
Sonchus cytorhabdovirus 1,,Plant,,,,,Added Nov 2018,,
Southern rice black-streaked dwarf virus,,Plant,NC_014712.1; NC_014708.1; NC_014713.1; NC_014709.1; NC_014714.1; NC_014710.1; NC_014715.1; NC_014711.1; NC_014716.1; NC_014717.1,1,,,Added Nov 2018,,
Sowthistle yellow vein nucleorhabdovirus,,Plant,MH101753.1,0,,,Added Nov 2018,,
Sripur sripuvirus,,Reptile,NC_034542.1,1,,,Added Nov 2018,,
St Croix River virus,,Insect,NC_005997.1; NC_005998.1; NC_005999.1; NC_006000.1; NC_006001.1; NC_006002.1; NC_006003.1; NC_006004.1; NC_006005.1; NC_006006.1,1,1,tick,Added Nov 2018,bell-sakyi2013,bell-sakyi2013
Strawberry crinkle cytorhabdovirus,,Plant,MH129615.1,1,,,Added Nov 2018,,
Sweetwater Branch tibrovirus,,,NC_034546.1,1,,,Added Nov 2018,,
Tai herbevirus,,Insect,NC_034459.1; NC_034461.1; NC_034457.1,1,,,Added Nov 2018,,
Tellina virus,,Bivalve,NC_038869.1; NC_038870.1,1,,,Added Nov 2018,,
Tete orthobunyavirus,,Passeriformes,NC_039184.1; NC_039183.1; NC_039185.1,1,1,tick,Added Nov 2018,hubalek2012,hubalek2012
Teviot rubulavirus,,Orphan,NC_039198.1,1,0,,Added Nov 2018,johnson2019,
Thimiri orthobunyavirus,,,MH484336.1; MH484337.1; MH484338.1,1,?,unknown,Added Nov 2018,,Knipe2013
Timboteua orthobunyavirus,,,,,1,mosquito,Added Nov 2018,,Knipe2013
Tomato chlorotic spot orthotospovirus,,Plant,NC_035483.1; NC_035482.1; NC_035484.1,1,,,Added Nov 2018,,
Torchivirus A,,Reptile,NC_025890.1,1,,,Added Nov 2018,,
Trager duck spleen necrosis virus,,,,,,,Added Nov 2018,,
Trocara virus,,Orphan,HM147991.1,0,1,mosquito,Added Nov 2018,calampa2001,calampa2001
Umatilla virus,,Orphan,NC_024503.1; NC_024504.1; NC_024505.1; NC_024506.1; NC_024507.1; NC_024508.1; NC_024509.1; NC_024510.1; NC_024499.1; NC_024500.1,1,1,mosquito,Added Nov 2018,ejiri2014,Attoui2015
Upolu virus,,,KC506156.1; KC506157.1; KC506158.1; KC506159.1; KC506160.1; KC506161.1,1,1,tick,Added Nov 2018,,Labuda2004
UR2 sarcoma virus,,NONE,,,0,,Added Nov 2018,Knipe2013,
Urochloa hoja blanca tenuivirus,,Plant,NC_038757.1; NC_038758.1,0,,,Added Nov 2018,,
Viper retrovirus,,Reptile,,,,,Added Nov 2018,,
Walleye dermal sarcoma virus,,Fish,NC_001867.1,1,,,Added Nov 2018,,
Walleye epidermal hyperplasia virus 1,,Fish,AF133051.1,0,,,Added Nov 2018,,
Walleye epidermal hyperplasia virus 2,,Fish,AF133052.1,0,,,Added Nov 2018,,
Waterbird 1 bornavirus,,Anseriformes,NC_029642.1,1,,,Added Nov 2018,rubbenstroth2016,
Watermelon bud necrosis orthotospovirus,,Plant,NC_038289.1; NC_038290.1; NC_038288.1,1,,,Added Nov 2018,,
Wheat American striate mosaic cytorhabdovirus,,Plant,,,,,Added Nov 2018,,
Witwatersrand virus,,Orphan,KP792690.1; KP792689.1; KP792688.1,1,1,mosquito,Added Nov 2018,braack2018,braack2018
Wobbly possum disease virus,,Diprotodontia,NC_026811.2,1,,,Added Nov 2018,,
Wound tumor virus,,Plant,NC_038948.1; NC_038944.1; NC_038949.1; NC_038945.1; NC_038951.1; NC_038946.1; NC_038950.1; NC_038947.1; NC_038952.1,1,,,Added Nov 2018,,
Wuhan fly phasivirus,,Insect,NC_031298.1; NC_031295.1; NC_031297.1,1,,,Added Nov 2018,,
Wuhan ledantevirus,,Orphan,NC_031301.1,1,?,unknown,Added Nov 2018,li2015,li2015
Wutai mosquito phasivirus,,Insect,NC_031317.1; NC_031318.1; NC_031319.1,1,,,Added Nov 2018,,
Y73 sarcoma virus,,NONE,,,,,Added Nov 2018,Knipe2013,
Yakeshi orthohantavirus,,Orphan,NC_038705.1; NC_038704.1,0,0,,Added Nov 2018,guo2013,
Yaounde virus,,,NC_034018.1,1,1,mosquito,Added Nov 2018,,smith2017
Yata ephemerovirus,,Orphan,NC_028241.1,1,?,unknown,Added Nov 2018,blasdell2014,blasdell2014
Yellowtail ascites virus,,Fish,NC_004168.1; NC_004176.1,1,,,Added Nov 2018,,
Yichang insect goukovirus,,Insect,NC_031320.1; NC_031321.1; NC_031322.1,1,,,Added Nov 2018,,
Yongjia ledantevirus,,Orphan,NC_031305.1,1,?,unknown,Added Nov 2018,li2015,li2015
Yunnan orbivirus,,Orphan,NC_007656.1; NC_007657.1; NC_007658.1; NC_007659.1; NC_007660.1; NC_007661.1; NC_007662.1; NC_007663.1; NC_007664.1; NC_007665.1,1,1,mosquito,Added Nov 2018,attoui2009,Attoui2015
Zucchini lethal chlorosis orthotospovirus,,Plant,NC_031762.1; NC_031758.1; NC_031759.1,1,,,Added Nov 2018,,
Araguari virus,,Orphan,KX670389.1; KX670391.1; KX670390.1; KX670393.1; KX670392.1; KX670394.1; KX670395.1,1,?,unknown,Added Nov 2018,lvov2015a,lvov2015a
Bovine adenovirus E,,,NC_020074.1,1,,,Added Nov 2018,,
Bovine astrovirus,,,NC_024297.1,1,,,Added Nov 2018,,
Chagres virus,,,HM566147.1; HM566146.1; HM566148.1,1,1,sandfly,Added Nov 2018,,whitehouse2015
Guinea pig adenovirus,,,,,,,Added Nov 2018,,
Hepatitis GB virus B,,Orphan,NC_001655.1,1,?,,Added Nov 2018,hartlage2016,
Isla Vista virus,,Rodent,U31535.1,0,0,,Added Nov 2018,Knipe2013,
Issyk-Kul virus,,Chiroptera,KR537441.1; KR537442.1; KR537443.1,1,1,tick,Added Nov 2018,lvov1991,atkinson2018
Mink enteric sapovirus,,Orphan,AY144337.1,0,0,,Added Nov 2018,guo2001,
Muleshoe virus,,Orphan,KX066125.1; KX066124.1,0,0,,Added Nov 2018,milazzo2017,
Rabbit kidney vacuolating virus,,,,,,,Added Nov 2018,,
Seal parapoxvirus,,Carnivore,NC_035188.1,1,0,,Added Nov 2018,Knipe2013,
Tamdy virus,,Orphan,MK757580.1; MK757581.1; MK757582.1,1,1,tick,Added Nov 2018,lvov2015a,lvov2015a
Tataguine virus,,,MH603134.1; MH603136.1; MH603135.1,1,1,mosquito,Added Nov 2018,,tchetgna2019
Shuangao insect orthophasmavirus 2,,Insect,,,,,,,
Kigluaik phantom orthophasmavirus,,Insect,NC_034462.1; NC_034469.1; NC_034463.1,1,,,,,
Nome phantom orthophasmavirus,,Insect,NC_038745.1; NC_038747.1; NC_038746.1,1,,,,,
Wuchang cockroach orthophasmavirus 1,,Insect,NC_031293.1; NC_031294.1; NC_031296.1,1,,,,,
Wuhan mosquito orthophasmavirus 1,,Insect,NC_031307.1; NC_031308.1; NC_031310.1,1,,,,,
Wuhan mosquito orthophasmavirus 2,,Insect,NC_031312.1; NC_031309.1; NC_031311.1,1,,,,,
